TimeStamp,ch4,ch6,ch7
6616.686,-42521.2,-363622.23,-35919.62
6616.69,-44591.62,-364367.77,-38140.02
6616.694,-44833.14,-361735.2,-38543.18
6616.698,-42543.7,-359404.27,-36173.44
6616.702,-41584.78,-360976.26,-35009.2
6616.706,-42480.09,-363560.43,-35869.41
6616.71,-44527.73,-364490.98,-38079.22
6616.714,-44843.15,-361948.01,-38587.38
6616.718,-42605.21,-359378.0,-36288.93
6616.722,-41574.05,-360785.34,-35079.72
6616.726,-42379.0,-363414.81,-35887.44
6616.73,-44344.53,-364698.41,-38025.48
6616.734,-44641.5,-362488.17,-38533.22
6616.738,-42520.1,-359772.25,-36374.91
6616.742,-41561.75,-360828.68,-35217.15
6616.746,-42355.45,-363353.82,-35951.43
6616.75,-44256.74,-364831.49,-37976.75
6616.754,-44569.55,-362957.09,-38450.82
6616.758,-42517.48,-360324.14,-36352.73
6616.762,-41602.09,-361263.6,-35237.6
6616.766,-42388.59,-363738.29,-35967.97
6616.77,-44300.32,-365264.08,-37988.57
6616.774,-44615.46,-363415.19,-38491.92
6616.778,-42565.16,-360831.07,-36384.44
6616.782,-41616.06,-361869.43,-35238.79
6616.786,-42400.56,-364416.88,-35963.59
6616.79,-44318.4,-365930.55,-37973.55
6616.794,-44635.35,-364101.79,-38471.66
6616.798,-42587.57,-361527.01,-36389.93
6616.802,-41646.29,-362513.01,-35248.24
6616.806,-42396.41,-364967.44,-35943.18
6616.81,-44301.13,-366524.64,-37931.16
6616.814,-44618.99,-364842.32,-38398.08
6616.8179,-42591.72,-362337.73,-36338.62
6616.8219,-41680.48,-363241.48,-35260.54
6616.8259,-42443.61,-365600.3,-35969.12
6616.8299,-44305.9,-367130.13,-37913.18
6616.8339,-44599.25,-365509.12,-38375.24
6616.8379,-42577.08,-363043.3,-36317.21
6616.8419,-41687.83,-363954.06,-35234.26
6616.8459,-42448.72,-366309.54,-35940.7
6616.8499,-44298.61,-367817.06,-37910.8
6616.8539,-44583.99,-366144.89,-38381.63
6616.8579,-42560.25,-363657.85,-36324.7
6616.8619,-41652.73,-364571.04,-35230.64
6616.8659,-42428.21,-366949.94,-35947.66
6616.8699,-44299.56,-368424.46,-37903.12
6616.8739,-44600.87,-366685.29,-38359.89
6616.8779,-42556.72,-364119.38,-36276.11
6616.8819,-41628.94,-365043.64,-35157.45
6616.8859,-42379.91,-367432.11,-35868.51
6616.8899,-44264.18,-368852.42,-37849.1
6616.8939,-44595.06,-366996.43,-38353.5
6616.8979,-42547.56,-364357.9,-36278.92
6616.9019,-41586.5,-365340.23,-35128.88
6616.9059,-42351.35,-367843.05,-35846.62
6616.9099,-44263.23,-369206.33,-37861.26
6616.9139,-44606.02,-367079.64,-38385.01
6616.9179,-42525.39,-364326.14,-36286.98
6616.9219,-41540.06,-365419.29,-35101.27
6616.9259,-42291.03,-368000.79,-35803.37
6616.9299,-44235.81,-369302.6,-37881.09
6616.9339,-44626.1,-366996.33,-38466.36
6616.9379,-42529.21,-364201.16,-36330.32
6616.9419,-41514.12,-365431.07,-35102.32
6616.9459,-42296.46,-368117.19,-35811.19
6616.9499,-44304.09,-369320.25,-37921.96
6616.9539,-44689.9,-366817.71,-38488.68
6616.9579,-42528.59,-364014.38,-36276.15
6616.9619,-41480.26,-365350.19,-35026.6
6616.9659,-42262.32,-368075.89,-35770.04
6616.9699,-44269.61,-369229.36,-37918.76
6616.9739,-44669.44,-366626.97,-38512.33
6616.9779,-42505.27,-363797.09,-36286.88
6616.9819,-41455.75,-365195.37,-35027.51
6616.9859,-42276.48,-367961.78,-35787.87
6616.9899,-44301.47,-369057.37,-37964.06
6616.9939,-44703.68,-366375.3,-38571.03
6616.9979,-42506.94,-363522.33,-36311.34
6617.0019,-41440.92,-364958.14,-35027.32
6617.0059,-42244.49,-367719.98,-35776.43
6617.0098,-44290.5,-368770.31,-37951.76
6617.0138,-44697.72,-365999.27,-38568.17
6617.0178,-42510.37,-363118.02,-36293.08
6617.0218,-41469.15,-364573.0,-35002.0
6617.0258,-42282.2,-367342.9,-35776.91
6617.0298,-44299.89,-368353.74,-37939.03
6617.0338,-44710.59,-365581.03,-38548.66
6617.0378,-42505.75,-362700.84,-36299.04
6617.0418,-41419.08,-364107.46,-34996.75
6617.0458,-42217.93,-366858.29,-35733.89
6617.0498,-44230.42,-368123.24,-37856.01
6617.0538,-44595.77,-365973.95,-38390.69
6617.0578,-42557.53,-363141.25,-36322.17
6617.0618,-41624.88,-363664.24,-35212.33
6617.0658,-42357.5,-365752.55,-35881.38
6617.0698,-44171.67,-367212.63,-37762.6
6617.0738,-44514.28,-365616.41,-38251.69
6617.0778,-42543.7,-362827.2,-36278.35
6617.0818,-41629.13,-363305.61,-35210.33
6617.0858,-42361.55,-365382.76,-35906.84
6617.0898,-44177.97,-366896.39,-37789.16
6617.0938,-44512.32,-365336.03,-38270.0
6617.0978,-42547.8,-362553.5,-36290.27
6617.1018,-41622.26,-363002.73,-35197.07
6617.1058,-42346.15,-365084.93,-35860.54
6617.1098,-44156.18,-366593.69,-37749.96
6617.1138,-44501.12,-365039.82,-38247.59
6617.1178,-42523.44,-362234.83,-36271.43
6617.1218,-41610.2,-362675.85,-35192.06
6617.1258,-42324.36,-364742.7,-35840.94
6617.1298,-44124.23,-366266.01,-37684.73
6617.1338,-44492.11,-364747.19,-38220.84
6617.1378,-42570.21,-361947.15,-36305.29
6617.1418,-41646.29,-362342.83,-35208.61
6617.1458,-42354.87,-364392.18,-35860.11
6617.1498,-44151.65,-365956.78,-37724.59
6617.1538,-44515.23,-364480.4,-38232.81
6617.1578,-42565.3,-361675.78,-36283.31
6617.1618,-41637.47,-362083.05,-35187.39
6617.1658,-42346.82,-364163.78,-35841.33
6617.1698,-44153.41,-365756.84,-37716.92
6617.1738,-44510.7,-364309.07,-38219.55
6617.1778,-42559.15,-361509.7,-36262.37
6617.1818,-41625.12,-361897.42,-35167.08
6617.1858,-42343.62,-363997.55,-35821.97
6617.1898,-44129.52,-365604.25,-37677.86
6617.1938,-44487.67,-364185.9,-38193.56
6617.1978,-42543.8,-361385.44,-36246.73
6617.2018,-41622.55,-361766.1,-35162.79
6617.2058,-42314.96,-363843.34,-35797.12
6617.2098,-44084.03,-365465.45,-37651.3
6617.2138,-44435.79,-364089.1,-38166.34
6617.2178,-42503.31,-361293.31,-36233.57
6617.2218,-41596.04,-361643.64,-35160.64
6617.2258,-42302.47,-363724.89,-35817.25
6617.2298,-44080.17,-365398.16,-37676.39
6617.2338,-44445.85,-364087.72,-38217.88
6617.2378,-42516.57,-361272.62,-36278.82
6617.2418,-41606.72,-361591.57,-35171.23
6617.2458,-42317.35,-363665.91,-35795.88
6617.2498,-44109.78,-365385.86,-37657.69
6617.2538,-44494.87,-364106.79,-38200.34
6617.2578,-42568.21,-361314.05,-36269.43
6617.2618,-41623.88,-361599.35,-35159.4
6617.2657,-42330.37,-363416.76,-35831.74
6617.2697,-44058.28,-365124.79,-37601.76
6617.2737,-44357.16,-364698.55,-37995.92
6617.2777,-42485.62,-362380.6,-36154.23
6617.2817,-41674.91,-362153.14,-35242.99
6617.2857,-42389.35,-363464.16,-35904.75
6617.2897,-44071.3,-365164.7,-37611.82
6617.2937,-44374.85,-364800.26,-37991.86
6617.2977,-42499.12,-362493.37,-36142.16
6617.3017,-41658.22,-362249.42,-35196.17
6617.3057,-42378.0,-363578.84,-35863.31
6617.3097,-44084.94,-365313.29,-37563.14
6617.3137,-44414.53,-365002.15,-37962.54
6617.3177,-42546.94,-362694.31,-36115.75
6617.3217,-41699.61,-362460.51,-35169.8
6617.3257,-42383.49,-363792.99,-35828.31
6617.3297,-44084.98,-365549.56,-37542.49
6617.3337,-44407.09,-365268.08,-37948.18
6617.3377,-42521.1,-362971.68,-36092.71
6617.3417,-41659.41,-362761.21,-35132.94
6617.3457,-42356.07,-364138.84,-35797.55
6617.3497,-44068.63,-365915.53,-37528.95
6617.3537,-44425.78,-365656.18,-37958.58
6617.3577,-42570.55,-363379.24,-36128.33
6617.3617,-41712.81,-363157.7,-35168.46
6617.3657,-42412.14,-364527.36,-35840.56
6617.3697,-44133.43,-366324.75,-37574.34
6617.3737,-44468.03,-366069.89,-37986.09
6617.3777,-42565.92,-363789.94,-36109.4
6617.3817,-41704.61,-363567.87,-35147.24
6617.3857,-42431.69,-364955.33,-35808.62
6617.3897,-44148.64,-366748.47,-37531.57
6617.3937,-44488.34,-366484.54,-37964.78
6617.3977,-42580.13,-364181.42,-36099.72
6617.4017,-41708.24,-363939.66,-35145.29
6617.4057,-42406.09,-365325.35,-35800.51
6617.4097,-44121.56,-367121.22,-37516.26
6617.4137,-44465.59,-366834.4,-37931.26
6617.4177,-42582.28,-364522.69,-36074.74
6617.4217,-41713.2,-364275.5,-35107.57
6617.4257,-42434.94,-365643.35,-35790.35
6617.4297,-44177.25,-367402.65,-37534.19
6617.4337,-44506.03,-367112.06,-37958.1
6617.4377,-42594.72,-364771.84,-36088.9
6617.4417,-41713.1,-364514.92,-35124.88
6617.4457,-42413.53,-365865.51,-35788.25
6617.4497,-44155.08,-367638.35,-37529.47
6617.4537,-44507.32,-367324.21,-37969.45
6617.4576,-42606.69,-364975.54,-36097.15
6617.4616,-41706.9,-364696.02,-35105.57
6617.4656,-42402.37,-366027.21,-35748.06
6617.4696,-44145.4,-367788.6,-37481.26
6617.4736,-44517.52,-367473.03,-37940.94
6617.4776,-42606.98,-365071.34,-36070.78
6617.4816,-41720.59,-364773.89,-35077.43
6617.4856,-42410.76,-366097.73,-35722.21
6617.4896,-44149.36,-367827.36,-37470.97
6617.4936,-44526.96,-367469.31,-37933.45
6617.4976,-42635.49,-365047.07,-36069.02
6617.5016,-41735.46,-364718.43,-35079.05
6617.5056,-42427.88,-366035.12,-35736.57
6617.5096,-44139.53,-367751.5,-37469.77
6617.5136,-44519.67,-367383.19,-37962.63
6617.5176,-42621.95,-364927.19,-36088.76
6617.5216,-41720.97,-364590.07,-35076.67
6617.5256,-42397.12,-365889.97,-35735.95
6617.5296,-44119.36,-367594.1,-37499.86
6617.5336,-44472.32,-367223.35,-37937.98
6617.5376,-42561.92,-364770.41,-36064.49
6617.5416,-41665.61,-364415.74,-35063.37
6617.5456,-42380.62,-365715.74,-35724.83
6617.5496,-44100.0,-367402.03,-37472.97
6617.5536,-44474.27,-366995.57,-37954.14
6617.5576,-42589.0,-364488.79,-36095.19
6617.5616,-41676.05,-364101.17,-35059.79
6617.5656,-42355.4,-365373.51,-35693.55
6617.5696,-44095.24,-367056.84,-37456.42
6617.5736,-44474.89,-366636.42,-37927.49
6617.5776,-42596.39,-364125.72,-36069.64
6617.5816,-41696.98,-363741.78,-35072.86
6617.5856,-42374.57,-365039.11,-35708.0
6617.5896,-44084.17,-366718.57,-37446.31
6617.5936,-44449.29,-366295.48,-37897.26
6617.5976,-42576.03,-363821.88,-36040.6
6617.6016,-41704.56,-363473.84,-35072.47
6617.6056,-42385.01,-364783.76,-35719.64
6617.6096,-44088.23,-366504.67,-37461.24
6617.6136,-44461.64,-366115.04,-37939.74
6617.6176,-42562.16,-363634.92,-36075.55
6617.6216,-41653.11,-363278.53,-35063.13
6617.6256,-42350.49,-364594.69,-35726.74
6617.6296,-44043.02,-366277.93,-37452.75
6617.6336,-44430.31,-365883.11,-37925.68
6617.6376,-42602.4,-363383.91,-36132.91
6617.6416,-41695.55,-363012.31,-35136.37
6617.6456,-42373.23,-364294.29,-35769.18
6617.6496,-44085.03,-365966.98,-37493.57
6617.6536,-44470.94,-365527.96,-37986.86
6617.6576,-42564.54,-362995.81,-36117.94
6617.6616,-41624.26,-362621.11,-35074.95
6617.6656,-42297.8,-363911.62,-35708.53
6617.6696,-44037.87,-365569.25,-37503.68
6617.6736,-44455.49,-365144.01,-38031.44
6617.6776,-42562.39,-362640.19,-36167.01
6617.6816,-41646.63,-362286.56,-35131.12
6617.6856,-42307.52,-363606.5,-35742.38
6617.6896,-44013.51,-365289.59,-37479.21
6617.6936,-44429.16,-364874.98,-37993.15
6617.6976,-42540.03,-362401.24,-36131.58
6617.7016,-41625.93,-362056.01,-35119.39
6617.7056,-42300.32,-363370.8,-35766.94
6617.7096,-44005.07,-365014.69,-37495.47
6617.7135,-44410.28,-364560.74,-37990.1
6617.7175,-42513.9,-362074.23,-36124.28
6617.7215,-41603.0,-361739.3,-35072.09
6617.7255,-42290.41,-363072.68,-35697.8
6617.7295,-44014.46,-364697.83,-37466.15
6617.7335,-44425.02,-364204.07,-38003.74
6617.7375,-42521.05,-361735.72,-36114.55
6617.7415,-41597.66,-361484.9,-35057.45
6617.7455,-42274.91,-362882.71,-35697.99
6617.7495,-43999.39,-364486.93,-37490.42
6617.7535,-44407.99,-363913.39,-38020.14
6617.7575,-42484.15,-361465.93,-36107.5
6617.7615,-41549.5,-361351.1,-35047.49
6617.7655,-42234.52,-362849.71,-35676.87
6617.7695,-43992.19,-364433.24,-37481.17
6617.7735,-44416.62,-363763.04,-38042.22
6617.7775,-42480.66,-361353.39,-36132.53
6617.7815,-41512.64,-361340.76,-35020.74
6617.7855,-42207.2,-362890.53,-35655.65
6617.7895,-43971.4,-364442.58,-37479.12
6617.7935,-44418.53,-363732.19,-38048.94
6617.7975,-42484.57,-361352.73,-36119.42
6617.8015,-41538.34,-361407.18,-35041.43
6617.8055,-42213.3,-362981.22,-35688.26
6617.8095,-43935.11,-364511.96,-37519.17
6617.8135,-44336.37,-363784.93,-38073.59
6617.8175,-42411.67,-361435.12,-36146.88
6617.8215,-41469.34,-361486.24,-35074.81
6617.8255,-42144.45,-363069.29,-35716.68
6617.8295,-43896.35,-364625.12,-37506.92
6617.8335,-44362.69,-363999.7,-38067.35
6617.8375,-42456.11,-361686.89,-36158.28
6617.8415,-41497.9,-361723.61,-35062.98
6617.8455,-42158.51,-363271.47,-35687.45
6617.8495,-43889.24,-364847.13,-37468.87
6617.8535,-44333.51,-364286.47,-38033.97
6617.8575,-42439.28,-361999.94,-36143.21
6617.8615,-41466.34,-361975.9,-35025.93
6617.8655,-42140.68,-363481.66,-35630.37
6617.8695,-43889.72,-365055.37,-37438.49
6617.8735,-44367.6,-364506.72,-38054.33
6617.8775,-42494.16,-362172.55,-36187.99
6617.8815,-41538.72,-362114.28,-35108.86
6617.8855,-42193.51,-363608.74,-35727.51
6617.8895,-43899.59,-365205.81,-37479.21
6617.8935,-44343.05,-364683.53,-38055.09
6617.8975,-42471.94,-362409.54,-36198.1
6617.9015,-41521.65,-362408.06,-35092.98
6617.9055,-42179.54,-363982.39,-35684.3
6617.9095,-43901.97,-365585.66,-37461.33
6617.9135,-44344.19,-364919.42,-38031.01
6617.9175,-42458.59,-362674.52,-36133.39
6617.9215,-41509.2,-362850.9,-35025.65
6617.9255,-42196.28,-364507.77,-35639.96
6617.9295,-43941.17,-366002.56,-37452.18
6617.9335,-44395.02,-365212.29,-38044.08
6617.9375,-42477.66,-362913.32,-36125.04
6617.9415,-41488.27,-363124.32,-34966.95
6617.9455,-42159.28,-364839.17,-35611.54
6617.9495,-43936.16,-366309.45,-37474.97
6617.9535,-44403.13,-365459.44,-38092.24
6617.9575,-42455.63,-363081.69,-36161.28
6617.9615,-41472.96,-363160.08,-35038.05
6617.9655,-42190.41,-364745.66,-35692.7
6617.9694,-43956.71,-366304.78,-37522.84
6617.9734,-44402.94,-365678.97,-38094.67
6617.9774,-42483.91,-363380.05,-36164.53
6617.9814,-41501.81,-363419.05,-35034.42
6617.9854,-42180.88,-364997.53,-35649.49
6617.9894,-43940.26,-366562.36,-37469.92
6617.9934,-44410.52,-365984.39,-38081.32
6617.9974,-42504.65,-363645.55,-36199.96
6618.0014,-41526.42,-363582.03,-35094.36
6618.0054,-42156.56,-365040.16,-35693.7
6618.0094,-43869.93,-366600.65,-37482.55
6618.0134,-44326.22,-366078.47,-38055.62
6618.0174,-42452.1,-363717.03,-36194.71
6618.0214,-41483.12,-363519.62,-35127.36
6618.0254,-42166.33,-364906.59,-35773.14
6618.0294,-43898.54,-366500.61,-37519.84
6618.0334,-44356.07,-366112.8,-38085.66
6618.0374,-42483.33,-363740.92,-36237.63
6618.0414,-41505.68,-363432.45,-35126.31
6618.0454,-42139.01,-364771.84,-35697.04
6618.0494,-43866.83,-366435.91,-37446.93
6618.0534,-44340.66,-366110.89,-38028.1
6618.0574,-42474.47,-363721.75,-36199.43
6618.0614,-41508.97,-363349.67,-35111.29
6618.0654,-42153.89,-364632.79,-35721.35
6618.0694,-43861.16,-366281.12,-37481.17
6618.0734,-44347.86,-365994.69,-38060.05
6618.0774,-42488.77,-363567.25,-36216.88
6618.0814,-41505.91,-363151.21,-35116.3
6618.0854,-42147.26,-364423.22,-35701.42
6618.0894,-43898.64,-366114.99,-37507.35
6618.0934,-44405.18,-365869.28,-38119.32
6618.0974,-42537.65,-363446.18,-36264.28
6618.1014,-41543.77,-362988.71,-35176.85
6618.1054,-42140.77,-364224.81,-35726.46
6618.1094,-43804.17,-365938.75,-37424.57
6618.1134,-44345.34,-365758.41,-38095.19
6618.1174,-42536.93,-363347.67,-36315.64
6618.1214,-41567.9,-362878.65,-35223.58
6618.1254,-42173.15,-364120.0,-35784.82
6618.1294,-43852.43,-365836.23,-37499.62
6618.1334,-44322.11,-365664.81,-38044.74
6618.1374,-42478.61,-363261.79,-36223.89
6618.1414,-41552.26,-362778.28,-35194.21
6618.1454,-42203.0,-364025.16,-35783.53
6618.1494,-43869.6,-365752.69,-37491.18
6618.1534,-44345.15,-365601.63,-38083.37
6618.1574,-42505.89,-363191.17,-36274.53
6618.1613,-41550.12,-362708.61,-35209.09
6618.1653,-42179.02,-363942.29,-35774.33
6618.1693,-43890.67,-365652.89,-37499.62
6618.1733,-44375.23,-365506.64,-38072.21
6618.1773,-42491.92,-363098.43,-36232.57
6618.1813,-41518.74,-362599.51,-35155.35
6618.1853,-42209.82,-363858.46,-35804.85
6618.1893,-43899.54,-365586.75,-37500.58
6618.1933,-44383.48,-365443.03,-38088.66
6618.1973,-42528.21,-363039.25,-36279.06
6618.2013,-41544.92,-362573.86,-35181.81
6618.2053,-42184.55,-363842.34,-35758.69
6618.2093,-43894.15,-365612.69,-37511.4
6618.2133,-44416.48,-365487.91,-38144.83
6618.2173,-42582.23,-363108.39,-36331.85
6618.2213,-41588.88,-362642.86,-35217.58
6618.2253,-42213.11,-363919.78,-35798.6
6618.2293,-43892.15,-365647.79,-37528.19
6618.2333,-44395.64,-365479.13,-38116.98
6618.2373,-42579.7,-363067.05,-36327.84
6618.2413,-41602.9,-362574.29,-35238.27
6618.2453,-42209.15,-363806.72,-35788.35
6618.2493,-43886.29,-365516.13,-37498.67
6618.2533,-44377.62,-365321.87,-38095.19
6618.2573,-42566.73,-362901.59,-36306.19
6618.2613,-41609.82,-362409.83,-35227.97
6618.2653,-42236.48,-363660.09,-35787.16
6618.2693,-43874.75,-365342.37,-37457.8
6618.2733,-44383.77,-365138.05,-38093.52
6618.2773,-42523.82,-362709.23,-36283.31
6618.2813,-41511.25,-362262.82,-35153.44
6618.2853,-42151.5,-363539.12,-35754.16
6618.2893,-43877.08,-365222.5,-37502.2
6618.2933,-44380.96,-364986.32,-38122.61
6618.2973,-42528.16,-362561.22,-36328.51
6618.3013,-41521.03,-362151.52,-35200.79
6618.3053,-42134.0,-363470.65,-35756.16
6618.3093,-43792.21,-365129.28,-37455.04
6618.3133,-44323.93,-364836.59,-38093.71
6618.3173,-42503.46,-362427.75,-36280.78
6618.3213,-41498.71,-362100.84,-35128.69
6618.3253,-42107.63,-363486.62,-35663.08
6618.3293,-43793.16,-365107.25,-37388.0
6618.3333,-44313.96,-364673.85,-38058.91
6618.3373,-42453.15,-362256.05,-36249.93
6618.3413,-41419.37,-362033.84,-35083.58
6618.3453,-42020.23,-363505.6,-35631.23
6618.3493,-43731.17,-365052.12,-37421.09
6618.3533,-44321.35,-364457.56,-38143.21
6618.3573,-42507.46,-362008.66,-36346.87
6618.3613,-41475.11,-361877.63,-35151.82
6618.3653,-42077.12,-363417.43,-35690.88
6618.3693,-43777.52,-364953.75,-37454.8
6618.3733,-44327.36,-364261.0,-38160.57
6618.3773,-42477.37,-361854.55,-36330.04
6618.3813,-41421.47,-361869.86,-35099.08
6618.3853,-42058.76,-363530.82,-35678.92
6618.3893,-43775.18,-365039.39,-37484.27
6618.3933,-44343.14,-364305.83,-38205.29
6618.3973,-42468.51,-361917.63,-36335.04
6618.4013,-41423.95,-362006.33,-35136.08
6618.4053,-42044.84,-363667.39,-35695.03
6618.4093,-43773.27,-365156.55,-37513.31
6618.4133,-44347.58,-364399.52,-38254.69
6618.4172,-42481.71,-362033.7,-36397.8
6618.4212,-41426.04,-362130.16,-35158.97
6618.4252,-42032.49,-363789.84,-35688.79
6618.4292,-43795.92,-365289.45,-37551.98
6618.4332,-44397.22,-364566.08,-38295.13
6618.4372,-42518.67,-362202.54,-36411.91
6618.4412,-41471.2,-362300.68,-35169.65
6618.4452,-42074.21,-363975.66,-35706.86
6618.4492,-43790.92,-365491.34,-37531.81
6618.4532,-44377.0,-364788.05,-38276.39
6618.4572,-42528.54,-362465.14,-36415.87
6618.4612,-41487.08,-362569.28,-35199.69
6618.4652,-42062.86,-364264.72,-35666.23
6618.4692,-43805.99,-365781.45,-37472.78
6618.4732,-44429.45,-365094.37,-38277.87
6618.4772,-42566.88,-362753.91,-36428.69
6618.4812,-41538.82,-362859.39,-35211.14
6618.4852,-42154.41,-364545.15,-35731.75
6618.4892,-43849.24,-366068.6,-37483.08
6618.4932,-44435.17,-365440.94,-38216.17
6618.4972,-42611.17,-363169.9,-36390.26
6618.5012,-41565.38,-363311.29,-35153.35
6618.5052,-42172.44,-365051.03,-35682.78
6618.5092,-43879.61,-366623.87,-37473.68
6618.5132,-44471.13,-366004.61,-38224.99
6618.5172,-42603.93,-363723.13,-36346.44
6618.5212,-41553.31,-363877.2,-35119.39
6618.5252,-42162.38,-365612.84,-35674.53
6618.5292,-43890.34,-367172.0,-37454.37
6618.5332,-44496.64,-366498.28,-38193.99
6618.5372,-42609.65,-364193.01,-36310.25
6618.5412,-41538.34,-364330.29,-35061.22
6618.5452,-42187.41,-366066.93,-35642.49
6618.5492,-43946.84,-367578.88,-37458.47
6618.5532,-44561.82,-366834.06,-38191.66
6618.5572,-42664.82,-364506.19,-36278.97
6618.5612,-41616.4,-364657.4,-35069.76
6618.5652,-42280.73,-366390.22,-35656.74
6618.5692,-44004.16,-367905.99,-37453.56
6618.5732,-44587.43,-367164.37,-38160.61
6618.5772,-42708.4,-364819.67,-36253.79
6618.5812,-41616.4,-364964.96,-34984.02
6618.5852,-42206.53,-366696.69,-35521.32
6618.5892,-43933.44,-368179.94,-37325.01
6618.5932,-44589.14,-367431.45,-38142.54
6618.5972,-42728.52,-365063.28,-36297.47
6618.6012,-41630.23,-365179.06,-35003.33
6618.6052,-42238.43,-366867.78,-35526.28
6618.6092,-43998.91,-368351.07,-37358.96
6618.6132,-44608.41,-367587.8,-38121.04
6618.6172,-42721.13,-365180.54,-36237.43
6618.6212,-41621.74,-365260.98,-34924.03
6618.6252,-42251.97,-366954.75,-35442.88
6618.6292,-44014.17,-368448.64,-37252.1
6618.6332,-44645.98,-367731.71,-38071.59
6618.6372,-42757.85,-365334.89,-36212.21
